제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,요약
묘심사(부산),인문(문화/예술/역사),역사관광지,사찰,부산,동구,"* 서민들의 삶과 함께 해 온, 묘심사 * 묘심사는 부산항이 훤히 내려다 보이는 동구 수정동 산복도로변에 위치한다. 묘심사 뒷산인 수정산 정상으로 동구와 부산진구의 경계를 이루며 서쪽으로는 엄광산과 접해 있고 남으로는 구봉산으로 이어진다. 부산일보 본사와 경남여고, 부산고등학교 등 이름난 명문학교가 산복도로 아래 큰 도로변에 위치하고 있고 그 길 건너 부산진역이 자리하고 있다. 마을 중심을 가로 지르는 수정동 산복도로에 서면 부산 앞바다가 한눈에 보이고 가까이엔 충혼탑이 있는 대청공원이 자리잡고 있다. 이곳에 오르면 비로소 부산이 "
무량사(경기),인문(문화/예술/역사),역사관광지,사찰,경기도,고양시,"무량사는 경기도 고양시 덕양구 북한동 464-1번지 북한산성 내에 자리한 대한불교법화종 사찰이다『택리지(擇里志)』를 쓴 이중환은 땅의 기운이 가장 승한 곳으로 나라 안에서 네 곳을 꼽았다. 개성의 오관산, 한양의 삼각산(북한산), 진잠(대전)의 계룡산, 문화의 구월산을 정기가 빼어난 명산으로 보았다. 그 가운데서도 삼각산을 으뜸으로 꼽았다. 북한산은 수도 서울의 주산이요 진산이다. 삼국시대 이래 한국사의 중심이 되어 온 이 지역은 한민족의 문화와 역사에 지대한 영향을 미쳐 온 불교와도 밀접한 연관을 가지며 조선시대까지 이어 왔다. "
무봉사,인문(문화/예술/역사),역사관광지,사찰,경상남도,밀양시,"* 봉황이 춤을 추던 성지, 무봉사 * 무봉사는 밀양 시내가 훤히 내려다보이는 밀양 최고의 명소 영남루와 인접한 탓에 손쉽게 찾을 수 있는 곳이다. 밀양강 상류 쪽 절벽 위에 아랑의 전설이 깃든 아랑각이 있고 계단을 올라서면 우리나라 3대 누각중의 하나인 훤칠한 영남루와 무봉사가 있다. 이곳에 가면 무봉사 참배 후 영남루와 밀양 박물관, 아랑각, 박시춘 생가지 등을 함께 둘러볼 수 있으며 강 아래로 펼쳐지는 대나무 숲과 강가 맞은편 공원 등을 한눈에 조망할 수 있다. 이 전통의 도시 중심부에 우뚝 솟아 밀양의 상징이 되고 있는 영남"
무진암(부여),인문(문화/예술/역사),역사관광지,사찰,충청남도,부여군,"* 햇빛이 보석처럼 빛나는 절, 무진암 * 무진암의 소재지는 충청남도 부여군 외산리 만수리 125번지이다. 무진암은 비구니 스님의 정갈함이 묻어나는 작은 비구니 암자로, 햇빛이 풍부하고 보석처럼 반짝이는 예쁜 절집이다. &nbsp; 무진암으로 오는 도중 하늘을 향해 쭉 뻗은 잘 생긴 소나무가 마치 산개와도 같은 모습으로 서 있어 눈길을 끈다. 소나무의 모습은 마치 높은 이를 경외하고자 그늘을 만들어주는 느낌이므로 놓치지 말고 감상하고 오길 바란다. 비구니 스님들의 수행도량인 무진암은 남쪽을 향해 햇볕이 잘 드는 양지에 있으며, 야트"
문성암,인문(문화/예술/역사),역사관광지,사찰,전라남도,나주시,"* 문수암 터에 창건한 작은 암자, 문성암 * 1987년 다정스님이 운흥사의 암자였던 문수암(文殊巖) 터에 창건하였다. 2층 규모의 한옥 2동으로 구성된 단출한 규모이다. &nbsp; 본래의 암자가 폐허가 된 후에는 해발 200m정도의 산 속인데도 물이 넉넉하여 논으로 경작되어 왔는데 지금도 특히 물이 좋다고 한다. 그래서인지 사찰은 여느 곳과는 조금 다른 느낌을 준다. 사찰로 들어가는 입구에는 나지막한 차(茶)나무가 나란히 도열해 우리를 맞이하며, 그 앞에는 곧 앞마당 같은 잔디마당이 아담하게 다듬어져 있고, 한자로 쓰인 글귀가 "
문수사(김제),인문(문화/예술/역사),역사관광지,사찰,전라북도,김제시,"문수사는 전라북도 김제시 황산동에 자리한 한국불교조계종 제17교구 금산사의 말사이다. 문수사는 드넓은 만경평야가 이어진 봉황산 아래에 자리잡고 있는 아름답고 청정한 가람이다. 봉황산은 높이 100m 정도의 야트막한 산이지만 주위가 너른 만경평야라 산 위에서 내려다 보이는 시야가 제법 넓으며, 절은 그 정상 가까이에 위치한다. 이 문수사는 백제 무왕 25년(625년)에 혜덕(惠德)선사가 꿈에 나타난 문수보살의 뜻에 따라 세웠으며, 처음에는 문수골에 있었기 때문에 당시 사찰의 이름도 ‘문수사’였다고 한다. 고려시대에 큰 불이 나서 절의"
문수사(익산),인문(문화/예술/역사),역사관광지,사찰,전라북도,익산시,"* 새롭게 태어난 신라시대의 고찰, 문수사(익산) * 전라북도 익산시 여산면 호산리 69번지 천호산에 자리한 대한불교조계종 제17교구 본사 금산사의 말사이다. 문수사는 충청도에서 전라도로 넘어가는 초입인 여산면 천호산(天壺山)에 위치하고 있다. 예로부터 천호산은 문수ㆍ보현ㆍ관음의 3대 보살이 나투신 성지로 그 위엄이 대단했었는데, 문수사는 이 중 중생들의 번뇌와 고통을 해소하고 서원에 따라 밝은 지혜의 빛을 비춰주는 문수보살의 성지로 손꼽힌다. 신라 881년에 혜감대사(慧鑑大師)가 창건했다는 역사를 간직하고 있으나 오랜 세월에 걸쳐"
능인선원,인문(문화/예술/역사),역사관광지,사찰,서울,강남구,대한불교 조계종에서 운영하는 사회복지법인이다. 1984. 10. 27. 강남구 서초동 무지개상가에 능인선원 개원 1985. 6. 5. 가정법회 시작 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6. 6. 어린이 법회 개설 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;6. 19. 철야 정진기도 법회 개설 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;12. 14. 법당이전(삼익상가 4층) 1986. 3. 4. 제1
신륵사(제천),인문(문화/예술/역사),역사관광지,사찰,충청북도,제천시,신륵사는 월악산(해발 1094m) 동쪽 기슭에 위치하고 있다. 행정구역상으로는 충청북도 제천시 덕산면 월악리 803-5번지이다. 월악산(月岳山) 심곡(深谷)의 선원(禪院) 제천(堤川) 신륵사(神勒寺) 제천 신륵사는 대한불교조계종 제05교구 본사 법주사의 말사이다. 충청북도 제천시 충청북도 제천시 덕산면 월악리 803-5번지 월악산 깊은 계곡에 자리 잡고 있다. 창건에 대해서는 명확히 알려진 바 없다. 1960년에 법당인 극락전을 중수하면서 쓴 『월악산신륵사중수기』에 의하면 신라 진평왕 4년(582년)에 아도화상이 창건하였다고 하나 
신흥사(상주),인문(문화/예술/역사),역사관광지,사찰,경상북도,상주시,"* 안락행 김교순 보살이 창건한 사찰, 신흥사(상주) * 경상북도 상주시 화북면 중벌리에 자리한 대한불교조계종 제8교구 본사인 직지사의 말사이다. 경북 상주시 화북면 신흥리 526번지 백악산에 위치한 신흥사는 대한불교조계종 제8교구 본사인 직지사의 말사이나, 상주보다는 충북 보은의 속리산과 가까운 경계 지역에 위치하고 있다. &nbsp; * 신흥사의 유래와 역사 * 신흥사는 안락행 김교순 보살에 의하여 1925년에 건립되었다. 경내에는 신흥사의 내력을 기록한「金敎順女史舍利及新興寺創建碑」(1970년)와 부도가 있다. 이 비문에 의하면"
신흥사(이천),인문(문화/예술/역사),역사관광지,사찰,경기도,이천시,"신흥사는 경기도 이천시 장호원읍에 있다. 설성산의 정상부 바로 아래에 해당하는 곳에 절이 위치하고 있다. 신흥사는 대한불교조계종 제2교구 본사인 용주사의 말사로 경기도 이천시 장호원읍 선읍리 391번지에 위치하고 있다. 절은 삼국시대에 축성된 것으로 추정되는 옛 성터 안에 있는 만큼 오랜 역사를 지니고 있는 것으로 보인다. 절이 위치한 곳은 설성산(雪城山) 정상부 설성산성 안에 위치하고 있다. 설성산은 성산(城山)이라고도 불리웠으며, 조선시대까지는 음죽현(陰竹縣)에 속하였으며, 음죽현의 주산이었다. 주변에서 가장 높은 산으로 주변의"
신흥사(화성),인문(문화/예술/역사),역사관광지,사찰,경기도,화성시,"신흥사는 경기도 화성시에 있는 대한불교조계종 제2교구 본사 용주사의 말사이다. 중생을 위한 길, 무엇인들 아까우리. 그래도 모자라면 이 몸도 바치리라. 위의 글은 『법구경』에 나오는 구절로 현재 신흥사의 포교활동을 단적으로 얘기해주는 듯하다. 서해바다가 내려다보이는 구봉산 당성(唐城)을 배경으로 자리 잡고 있는 신흥사는 1934년에 창건된 사찰이다. 원래 당성 안에는 절이 있었는데 오랜 세월 흐르면서 절은 없어지고, 무심히 세월만 흘러가 인근에 살고 있던 한영석 거사가 꿈에 부처를 현몽하고 당성 안에서 석불을 발견하여 절을 세웠던 "
신흥사(영천),인문(문화/예술/역사),역사관광지,사찰,경상북도,영천시,"신흥사(新興寺)는 영천시 금호읍 신월리 205-1번지 유봉산(遊鳳山) 자락에 자리하고 있다. 천년의 세월 동안 수많은 절들이 임진왜란과 병자호란, 한국전쟁 등 많은 전란으로 불타 버리고 또 알려지지 않은 이유로 사라진 빈 터에 묵묵히 그 자리를 지키고 있는 석탑을 보면 대견하기도 하고 안쓰럽기도 하다. 영천시 금호읍 신월동 삼층석탑도 절터가 논밭으로 변하고 저수지로 변하는 세월을 견디고 홀로 서있다. 영천시에서 금호읍 쪽으로 국도를 따라 조금가면 땀고개가 있고 고개를 넘어서면 금호강변의 평지가 전개되면서 길 왼편에 탑못이라는 저수지"
신흥사(울산),인문(문화/예술/역사),역사관광지,사찰,울산,북구,"함월산 신흥사(含月山 新興寺)는 울산광역시 북구 대안동 739변지에 소재한 사찰로서, 대한불교조계종 제15교구 본사 통도사(通度寺)의 말사이다.푸르른 녹음 따라 함월(含月)의 골짜기로 들어서면, 신라의 선덕여왕 당시에 설립된 고찰 신흥사가 자리하고 있다. 신흥사는 신라가 삼국통일을 이룬 후 당나라의 공격을 받을 때 문두루비법(文豆婁秘法)으로 나라를 위기에서 구한 명랑조사(明朗祖師)가 세운 사찰이다. 건흥사의 창건주가 신라 호국불교를 지표로 삼은 명랑조사였다는 사실은 호국도량으로서 신흥사의 면모를 짐작케 한다. 문무왕 당시 신라가 만"
신흥사(장흥),인문(문화/예술/역사),역사관광지,사찰,전라남도,장흥군,"장흥은 해남반도와 고흥반도 사이에 낀 남도의 끝자락에 있다. 삼별초가 항전한 군사 요충지였고 동학의 최후 격전지였으며, 빨지산의 마지막 저항지였다. 뿐만아니라 현대문학사의 족적을 남긴 &lt;서편제&gt;의 이청준, &lt;녹두장군&gt;의 송기숙, &lt;아제아제 바라아제&gt;의 한승원씨의 고향이자 작품무대가 되기도 하였다. 장흥은 바다를 끼고 있으면서도 산세가 수려한 곳이다. 봄이면 철쭉 능선이 화려하게 펼쳐지는 제암산, 정상에 갈대 군락지를 형성하고 있는 천관산, 기암괴석이 우뚝 솟은 억불산, 높지는 않지만 아기자기하면서도 "
신흥사(임실),인문(문화/예술/역사),역사관광지,사찰,전라북도,임실군,"전라북도 임실군 관촌면 상원리 사자산(獅子山) 북쪽의 40리에 자리한 대한불교조계종 제 24교구 본사 선운사의 말사이다. 신흥사에 가면 야트막한 산과 어울리는 작고 나지막한 대웅전이 편안하게 맞이해준다. 지붕의 선도 자연스럽고, 처마 아래 다포집도 요란하게 자랑하지 않고, 단청도 번잡하지 않으며, 문살도 알맞춤하게 정갈하고, 자연석을 쌓은 기단이 정겹기까지 하다. "
신흥사(완도),인문(문화/예술/역사),역사관광지,사찰,전라남도,완도군,"완도읍이 한눈에 내려다보이는 신흥사는 완도군 완도읍 성내리 168번지 남망산(南望山) 중턱에 자리하고 있다. 1932년 김성렬 스님이 불로사(不老寺)라는 절로 창건했으나 중간에 신흥사(新興寺)로 절 이름이 바뀌었다고 한다. 완도읍에서 신흥사는 차를 이용하지 않아도 닿을 수 있는 아주 가까운 곳이다. 도심서 가깝다니 도심 속 혼잡함을 떠올리기 쉬우나, 속세의 혼잡함과 번거로움은 이미 떨쳐버린 곳이 신흥사다. 또한 신흥사에서는 매년 아이들에게 '장보고 학교'를 열어주고, 시민들에게 도예 공방을 열어 문화생활을 즐길 수 있게 해주고 있다"
신흥사(충주),인문(문화/예술/역사),역사관광지,사찰,충청북도,충주시,"* 장병산의 기운을 받는 사찰, 신흥사 * 신흥사(新興寺)는 충청북도 충주시 엄정면 신만리 산 3번지 장병산(長屛山)자락에 자리한 사찰이다. 1890년(조선 고종 27) 오영근(吳永根)이 창건하였다. 1905년에는 이영월(李泳月)이 꿈을 꾸고 경내 마당에서 금종과 운판을 발굴하고는 이 중 금종을 관청에 보고하고 보상금을 받아서 1924년 법당을 중창한 뒤 절 이름을 신흥사로 바꾸었다. 1952년 중창하였으며, 1976년 삼성각과 종각을 중수하여 오늘에 이른다. 1980년까지는 대한불교천태종, 1981년부터는 한국불교법화종에 속하였으"
